Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Felt;Trafikkmengde;Dekningsgrad (%);Antall timer total;Antall timer inkludert;Antall timer ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-15T00:00+02:00;2022-07-16T00:00+02:00;2022-07-15;1;53;100,0;24;24;0;53;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-15T00:00+02:00;2022-07-16T00:00+02:00;2022-07-15;2;71;100,0;24;24;0;71;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-15T00:00+02:00;2022-07-16T00:00+02:00;2022-07-15;Totalt i retning Rundkjøring-Fv862-Langnesbakken;53;100,0;24;24;0;53;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-15T00:00+02:00;2022-07-16T00:00+02:00;2022-07-15;Totalt i retning Vervarslinga i Nord-Norge;71;100,0;24;24;0;71;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-15T00:00+02:00;2022-07-16T00:00+02:00;2022-07-15;Totalt;124;100,0;24;24;0;124;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-16T00:00+02:00;2022-07-17T00:00+02:00;2022-07-16;1;49;100,0;24;24;0;49;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-16T00:00+02:00;2022-07-17T00:00+02:00;2022-07-16;2;56;100,0;24;24;0;56;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-16T00:00+02:00;2022-07-17T00:00+02:00;2022-07-16;Totalt i retning Rundkjøring-Fv862-Langnesbakken;49;100,0;24;24;0;49;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-16T00:00+02:00;2022-07-17T00:00+02:00;2022-07-16;Totalt i retning Vervarslinga i Nord-Norge;56;100,0;24;24;0;56;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-16T00:00+02:00;2022-07-17T00:00+02:00;2022-07-16;Totalt;105;100,0;24;24;0;105;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-17T00:00+02:00;2022-07-18T00:00+02:00;2022-07-17;1;36;100,0;24;24;0;36;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-17T00:00+02:00;2022-07-18T00:00+02:00;2022-07-17;2;56;100,0;24;24;0;56;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-17T00:00+02:00;2022-07-18T00:00+02:00;2022-07-17;Totalt i retning Rundkjøring-Fv862-Langnesbakken;36;100,0;24;24;0;36;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-17T00:00+02:00;2022-07-18T00:00+02:00;2022-07-17;Totalt i retning Vervarslinga i Nord-Norge;56;100,0;24;24;0;56;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-17T00:00+02:00;2022-07-18T00:00+02:00;2022-07-17;Totalt;92;100,0;24;24;0;92;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-18T00:00+02:00;2022-07-19T00:00+02:00;2022-07-18;1;108;100,0;24;24;0;108;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-18T00:00+02:00;2022-07-19T00:00+02:00;2022-07-18;2;144;100,0;24;24;0;144;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-18T00:00+02:00;2022-07-19T00:00+02:00;2022-07-18;Totalt i retning Rundkjøring-Fv862-Langnesbakken;108;100,0;24;24;0;108;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-18T00:00+02:00;2022-07-19T00:00+02:00;2022-07-18;Totalt i retning Vervarslinga i Nord-Norge;144;100,0;24;24;0;144;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-18T00:00+02:00;2022-07-19T00:00+02:00;2022-07-18;Totalt;252;100,0;24;24;0;252;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-19T00:00+02:00;2022-07-20T00:00+02:00;2022-07-19;1;102;100,0;24;24;0;102;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-19T00:00+02:00;2022-07-20T00:00+02:00;2022-07-19;2;128;100,0;24;24;0;128;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-19T00:00+02:00;2022-07-20T00:00+02:00;2022-07-19;Totalt i retning Rundkjøring-Fv862-Langnesbakken;102;100,0;24;24;0;102;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-19T00:00+02:00;2022-07-20T00:00+02:00;2022-07-19;Totalt i retning Vervarslinga i Nord-Norge;128;100,0;24;24;0;128;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-19T00:00+02:00;2022-07-20T00:00+02:00;2022-07-19;Totalt;230;100,0;24;24;0;230;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-20T00:00+02:00;2022-07-21T00:00+02:00;2022-07-20;1;84;100,0;24;24;0;84;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-20T00:00+02:00;2022-07-21T00:00+02:00;2022-07-20;2;140;100,0;24;24;0;140;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-20T00:00+02:00;2022-07-21T00:00+02:00;2022-07-20;Totalt i retning Rundkjøring-Fv862-Langnesbakken;84;100,0;24;24;0;84;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-20T00:00+02:00;2022-07-21T00:00+02:00;2022-07-20;Totalt i retning Vervarslinga i Nord-Norge;140;100,0;24;24;0;140;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-20T00:00+02:00;2022-07-21T00:00+02:00;2022-07-20;Totalt;224;100,0;24;24;0;224;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-21T00:00+02:00;2022-07-22T00:00+02:00;2022-07-21;1;63;100,0;24;24;0;63;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-21T00:00+02:00;2022-07-22T00:00+02:00;2022-07-21;2;101;100,0;24;24;0;101;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-21T00:00+02:00;2022-07-22T00:00+02:00;2022-07-21;Totalt i retning Rundkjøring-Fv862-Langnesbakken;63;100,0;24;24;0;63;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-21T00:00+02:00;2022-07-22T00:00+02:00;2022-07-21;Totalt i retning Vervarslinga i Nord-Norge;101;100,0;24;24;0;101;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-21T00:00+02:00;2022-07-22T00:00+02:00;2022-07-21;Totalt;164;100,0;24;24;0;164;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-22T00:00+02:00;2022-07-23T00:00+02:00;2022-07-22;1;57;100,0;24;24;0;57;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-22T00:00+02:00;2022-07-23T00:00+02:00;2022-07-22;2;90;100,0;24;24;0;90;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-22T00:00+02:00;2022-07-23T00:00+02:00;2022-07-22;Totalt i retning Rundkjøring-Fv862-Langnesbakken;57;100,0;24;24;0;57;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-22T00:00+02:00;2022-07-23T00:00+02:00;2022-07-22;Totalt i retning Vervarslinga i Nord-Norge;90;100,0;24;24;0;90;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-22T00:00+02:00;2022-07-23T00:00+02:00;2022-07-22;Totalt;147;100,0;24;24;0;147;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-23T00:00+02:00;2022-07-24T00:00+02:00;2022-07-23;1;49;100,0;24;24;0;49;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-23T00:00+02:00;2022-07-24T00:00+02:00;2022-07-23;2;58;100,0;24;24;0;58;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-23T00:00+02:00;2022-07-24T00:00+02:00;2022-07-23;Totalt i retning Rundkjøring-Fv862-Langnesbakken;49;100,0;24;24;0;49;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-23T00:00+02:00;2022-07-24T00:00+02:00;2022-07-23;Totalt i retning Vervarslinga i Nord-Norge;58;100,0;24;24;0;58;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-23T00:00+02:00;2022-07-24T00:00+02:00;2022-07-23;Totalt;107;100,0;24;24;0;107;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-24T00:00+02:00;2022-07-25T00:00+02:00;2022-07-24;1;66;100,0;24;24;0;66;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-24T00:00+02:00;2022-07-25T00:00+02:00;2022-07-24;2;77;100,0;24;24;0;77;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-24T00:00+02:00;2022-07-25T00:00+02:00;2022-07-24;Totalt i retning Rundkjøring-Fv862-Langnesbakken;66;100,0;24;24;0;66;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-24T00:00+02:00;2022-07-25T00:00+02:00;2022-07-24;Totalt i retning Vervarslinga i Nord-Norge;77;100,0;24;24;0;77;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-24T00:00+02:00;2022-07-25T00:00+02:00;2022-07-24;Totalt;143;100,0;24;24;0;143;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-25T00:00+02:00;2022-07-26T00:00+02:00;2022-07-25;1;115;100,0;24;24;0;115;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-25T00:00+02:00;2022-07-26T00:00+02:00;2022-07-25;2;131;100,0;24;24;0;131;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-25T00:00+02:00;2022-07-26T00:00+02:00;2022-07-25;Totalt i retning Rundkjøring-Fv862-Langnesbakken;115;100,0;24;24;0;115;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-25T00:00+02:00;2022-07-26T00:00+02:00;2022-07-25;Totalt i retning Vervarslinga i Nord-Norge;131;100,0;24;24;0;131;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-25T00:00+02:00;2022-07-26T00:00+02:00;2022-07-25;Totalt;246;100,0;24;24;0;246;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-26T00:00+02:00;2022-07-27T00:00+02:00;2022-07-26;1;85;100,0;24;24;0;85;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-26T00:00+02:00;2022-07-27T00:00+02:00;2022-07-26;2;125;100,0;24;24;0;125;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-26T00:00+02:00;2022-07-27T00:00+02:00;2022-07-26;Totalt i retning Rundkjøring-Fv862-Langnesbakken;85;100,0;24;24;0;85;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-26T00:00+02:00;2022-07-27T00:00+02:00;2022-07-26;Totalt i retning Vervarslinga i Nord-Norge;125;100,0;24;24;0;125;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-26T00:00+02:00;2022-07-27T00:00+02:00;2022-07-26;Totalt;210;100,0;24;24;0;210;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-27T00:00+02:00;2022-07-28T00:00+02:00;2022-07-27;1;39;100,0;24;24;0;39;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-27T00:00+02:00;2022-07-28T00:00+02:00;2022-07-27;2;61;100,0;24;24;0;61;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-27T00:00+02:00;2022-07-28T00:00+02:00;2022-07-27;Totalt i retning Rundkjøring-Fv862-Langnesbakken;39;100,0;24;24;0;39;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-27T00:00+02:00;2022-07-28T00:00+02:00;2022-07-27;Totalt i retning Vervarslinga i Nord-Norge;61;100,0;24;24;0;61;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-27T00:00+02:00;2022-07-28T00:00+02:00;2022-07-27;Totalt;100;100,0;24;24;0;100;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-28T00:00+02:00;2022-07-29T00:00+02:00;2022-07-28;1;74;100,0;24;24;0;74;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-28T00:00+02:00;2022-07-29T00:00+02:00;2022-07-28;2;98;100,0;24;24;0;98;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-28T00:00+02:00;2022-07-29T00:00+02:00;2022-07-28;Totalt i retning Rundkjøring-Fv862-Langnesbakken;74;100,0;24;24;0;74;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-28T00:00+02:00;2022-07-29T00:00+02:00;2022-07-28;Totalt i retning Vervarslinga i Nord-Norge;98;100,0;24;24;0;98;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-28T00:00+02:00;2022-07-29T00:00+02:00;2022-07-28;Totalt;172;100,0;24;24;0;172;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-29T00:00+02:00;2022-07-30T00:00+02:00;2022-07-29;1;117;100,0;24;24;0;117;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-29T00:00+02:00;2022-07-30T00:00+02:00;2022-07-29;2;116;100,0;24;24;0;116;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-29T00:00+02:00;2022-07-30T00:00+02:00;2022-07-29;Totalt i retning Rundkjøring-Fv862-Langnesbakken;117;100,0;24;24;0;117;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-29T00:00+02:00;2022-07-30T00:00+02:00;2022-07-29;Totalt i retning Vervarslinga i Nord-Norge;116;100,0;24;24;0;116;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-29T00:00+02:00;2022-07-30T00:00+02:00;2022-07-29;Totalt;233;100,0;24;24;0;233;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-30T00:00+02:00;2022-07-31T00:00+02:00;2022-07-30;1;66;100,0;24;24;0;66;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-30T00:00+02:00;2022-07-31T00:00+02:00;2022-07-30;2;101;100,0;24;24;0;101;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-30T00:00+02:00;2022-07-31T00:00+02:00;2022-07-30;Totalt i retning Rundkjøring-Fv862-Langnesbakken;66;100,0;24;24;0;66;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-30T00:00+02:00;2022-07-31T00:00+02:00;2022-07-30;Totalt i retning Vervarslinga i Nord-Norge;101;100,0;24;24;0;101;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-30T00:00+02:00;2022-07-31T00:00+02:00;2022-07-30;Totalt;167;100,0;24;24;0;167;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-31T00:00+02:00;2022-08-01T00:00+02:00;2022-07-31;1;60;100,0;24;24;0;60;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-31T00:00+02:00;2022-08-01T00:00+02:00;2022-07-31;2;66;100,0;24;24;0;66;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-31T00:00+02:00;2022-08-01T00:00+02:00;2022-07-31;Totalt i retning Rundkjøring-Fv862-Langnesbakken;60;100,0;24;24;0;60;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-31T00:00+02:00;2022-08-01T00:00+02:00;2022-07-31;Totalt i retning Vervarslinga i Nord-Norge;66;100,0;24;24;0;66;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-07-31T00:00+02:00;2022-08-01T00:00+02:00;2022-07-31;Totalt;126;100,0;24;24;0;126;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-08-01T00:00+02:00;2022-08-02T00:00+02:00;2022-08-01;1;139;100,0;24;24;0;139;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-08-01T00:00+02:00;2022-08-02T00:00+02:00;2022-08-01;2;185;100,0;24;24;0;185;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-08-01T00:00+02:00;2022-08-02T00:00+02:00;2022-08-01;Totalt i retning Rundkjøring-Fv862-Langnesbakken;139;100,0;24;24;0;139;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-08-01T00:00+02:00;2022-08-02T00:00+02:00;2022-08-01;Totalt i retning Vervarslinga i Nord-Norge;185;100,0;24;24;0;185;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-08-01T00:00+02:00;2022-08-02T00:00+02:00;2022-08-01;Totalt;324;100,0;24;24;0;324;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-08-02T00:00+02:00;2022-08-03T00:00+02:00;2022-08-02;1;105;100,0;24;24;0;105;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-08-02T00:00+02:00;2022-08-03T00:00+02:00;2022-08-02;2;156;100,0;24;24;0;156;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-08-02T00:00+02:00;2022-08-03T00:00+02:00;2022-08-02;Totalt i retning Rundkjøring-Fv862-Langnesbakken;105;100,0;24;24;0;105;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-08-02T00:00+02:00;2022-08-03T00:00+02:00;2022-08-02;Totalt i retning Vervarslinga i Nord-Norge;156;100,0;24;24;0;156;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-08-02T00:00+02:00;2022-08-03T00:00+02:00;2022-08-02;Totalt;261;100,0;24;24;0;261;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-08-03T00:00+02:00;2022-08-04T00:00+02:00;2022-08-03;1;128;100,0;24;24;0;128;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-08-03T00:00+02:00;2022-08-04T00:00+02:00;2022-08-03;2;179;100,0;24;24;0;179;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-08-03T00:00+02:00;2022-08-04T00:00+02:00;2022-08-03;Totalt i retning Rundkjøring-Fv862-Langnesbakken;128;100,0;24;24;0;128;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-08-03T00:00+02:00;2022-08-04T00:00+02:00;2022-08-03;Totalt i retning Vervarslinga i Nord-Norge;179;100,0;24;24;0;179;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-08-03T00:00+02:00;2022-08-04T00:00+02:00;2022-08-03;Totalt;307;100,0;24;24;0;307;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-08-04T00:00+02:00;2022-08-05T00:00+02:00;2022-08-04;1;130;100,0;24;24;0;130;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-08-04T00:00+02:00;2022-08-05T00:00+02:00;2022-08-04;2;176;100,0;24;24;0;176;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-08-04T00:00+02:00;2022-08-05T00:00+02:00;2022-08-04;Totalt i retning Rundkjøring-Fv862-Langnesbakken;130;100,0;24;24;0;130;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-08-04T00:00+02:00;2022-08-05T00:00+02:00;2022-08-04;Totalt i retning Vervarslinga i Nord-Norge;176;100,0;24;24;0;176;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-08-04T00:00+02:00;2022-08-05T00:00+02:00;2022-08-04;Totalt;306;100,0;24;24;0;306;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-08-05T00:00+02:00;2022-08-06T00:00+02:00;2022-08-05;1;109;100,0;24;24;0;109;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-08-05T00:00+02:00;2022-08-06T00:00+02:00;2022-08-05;2;129;100,0;24;24;0;129;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-08-05T00:00+02:00;2022-08-06T00:00+02:00;2022-08-05;Totalt i retning Rundkjøring-Fv862-Langnesbakken;109;100,0;24;24;0;109;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-08-05T00:00+02:00;2022-08-06T00:00+02:00;2022-08-05;Totalt i retning Vervarslinga i Nord-Norge;129;100,0;24;24;0;129;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-08-05T00:00+02:00;2022-08-06T00:00+02:00;2022-08-05;Totalt;238;100,0;24;24;0;238;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-08-06T00:00+02:00;2022-08-07T00:00+02:00;2022-08-06;1;72;100,0;24;24;0;72;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-08-06T00:00+02:00;2022-08-07T00:00+02:00;2022-08-06;2;106;100,0;24;24;0;106;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-08-06T00:00+02:00;2022-08-07T00:00+02:00;2022-08-06;Totalt i retning Rundkjøring-Fv862-Langnesbakken;72;100,0;24;24;0;72;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-08-06T00:00+02:00;2022-08-07T00:00+02:00;2022-08-06;Totalt i retning Vervarslinga i Nord-Norge;106;100,0;24;24;0;106;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-08-06T00:00+02:00;2022-08-07T00:00+02:00;2022-08-06;Totalt;178;100,0;24;24;0;178;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-08-07T00:00+02:00;2022-08-08T00:00+02:00;2022-08-07;1;50;100,0;24;24;0;50;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-08-07T00:00+02:00;2022-08-08T00:00+02:00;2022-08-07;2;65;100,0;24;24;0;65;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-08-07T00:00+02:00;2022-08-08T00:00+02:00;2022-08-07;Totalt i retning Rundkjøring-Fv862-Langnesbakken;50;100,0;24;24;0;50;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-08-07T00:00+02:00;2022-08-08T00:00+02:00;2022-08-07;Totalt i retning Vervarslinga i Nord-Norge;65;100,0;24;24;0;65;0,00;-;-;-;-;-;-;-;-
34219B1109528;Prestvannet Sykkel;KV21200 S1D1 m644;2022-08-07T00:00+02:00;2022-08-08T00:00+02:00;2022-08-07;Totalt;115;100,0;24;24;0;115;0,00;-;-;-;-;-;-;-;-
